규모,진원깊이,영향도,위도,경도,cluster,c,cluster_4
4.6,60.87,326,-17.0269,-174.2142,1,blue,1
4.1,104.9,259,-8.7633,124.3513,1,blue,1
3.1,10.0,148,52.922,-163.6605,0,red,0
4.2,105.79,271,38.7251,73.4827,1,blue,1
4.0,10.0,246,54.3998,170.6075,1,blue,1
4.6,68.2,326,51.1975,157.8335,1,blue,1
4.1,10.0,259,31.4296,142.2466,1,blue,1
3.29,5.65,185,35.8995,-120.441,0,red,0
4.4,19.18,298,-60.0734,-26.6803,1,blue,1
4.6,10.0,326,25.0174,123.4055,1,blue,1
5.6,10.0,482,-36.1658,-100.538,1,pink,3
4.4,10.0,298,44.6463,-28.1771,1,blue,1
4.8,10.0,354,25.1059,123.475,1,pink,3
4.2,152.56,271,2.636,128.2039,1,blue,1
4.4,103.82,298,14.8283,-92.0444,1,blue,1
4.4,592.07,298,3.9011,122.581,2,green,2
5.1,35.0,400,-56.4752,-26.2261,1,pink,3
3.1,21.03,148,31.3965,-115.3674,0,red,0
4.3,35.0,284,-34.9913,-179.8089,1,blue,1
4.2,57.4,271,13.8604,145.5395,1,blue,1
5.2,231.91,417,36.59,71.1783,1,pink,3
4.4,10.0,298,-14.9838,-173.7621,1,blue,1
4.5,10.0,312,-5.6074,152.8188,1,blue,1
4.6,10.0,326,-26.0454,155.5393,1,blue,1
4.4,98.8,298,33.1118,140.4678,1,blue,1
4.3,21.62,284,-5.0183,-80.9098,1,blue,1
4.9,46.28,369,-56.3618,-26.9269,1,pink,3
4.3,10.0,286,18.7728,-74.0325,1,blue,1
4.3,6.92,294,36.3199,-7.6651,1,blue,1
4.3,10.0,284,-4.8137,34.9883,1,blue,1
4.5,61.38,312,3.6089,126.9356,1,blue,1
4.1,212.24,259,-5.3273,147.1309,1,blue,1
4.3,158.8,284,48.7171,153.2024,1,blue,1
4.3,49.35,284,35.6856,140.7584,1,blue,1
4.4,588.85,298,-21.4894,-178.9819,2,green,2
4.9,10.0,369,-21.3912,-173.8952,1,pink,3
4.2,235.13,271,-19.9534,-175.7105,1,blue,1
4.3,61.8,287,35.306,140.2173,1,blue,1
4.4,10.0,298,-10.1689,161.0132,1,blue,1
5.0,35.0,385,-59.5901,-25.9704,1,pink,3
3.7,90.54,211,-32.2745,-71.1494,0,red,0
4.3,560.21,284,-17.888,-178.5773,2,green,2
3.64,58.0,204,19.2021,-67.2806,0,red,0
4.1,504.63,259,-20.1607,-177.2762,2,green,2
5.4,35.68,452,27.7998,100.7176,1,pink,3
4.2,10.0,271,-3.0222,130.1375,1,blue,1
5.1,35.0,400,-59.0495,-25.6703,1,pink,3
4.5,35.0,312,-58.9489,-25.4687,1,blue,1
4.8,35.0,354,-58.7064,-25.2481,1,pink,3
4.1,587.7,259,-18.5133,-178.1771,2,green,2
4.2,218.64,271,36.5701,71.3585,1,blue,1
4.0,40.62,246,-30.3135,-67.4715,1,blue,1
4.3,16.33,284,37.1136,20.9688,1,blue,1
4.4,10.0,298,61.1476,-27.9659,1,blue,1
4.2,10.0,271,60.9853,-27.8275,1,blue,1
4.7,137.52,340,-21.3716,-68.41,1,blue,1
4.6,10.0,326,61.0833,-27.9363,1,blue,1
5.0,42.43,385,-59.6781,-26.2642,1,pink,3
4.6,10.0,326,61.3016,-27.348,1,blue,1
4.6,10.0,326,60.761,-28.0105,1,blue,1
4.4,10.0,298,-7.5453,127.0567,1,blue,1
4.4,10.0,299,50.2752,-129.3834,1,blue,1
4.3,127.47,284,-8.9114,118.2401,1,blue,1
4.5,10.0,312,61.0477,-27.9054,1,blue,1
4.6,84.59,326,-18.0714,-174.2252,1,blue,1
4.8,10.0,354,-26.0719,-15.6247,1,pink,3
4.2,10.0,271,54.5321,170.5365,1,blue,1
4.6,10.0,326,-26.6395,-114.6688,1,blue,1
4.8,26.4,354,-2.884,127.7046,1,pink,3
3.2,8.16788737,159,32.2869873,-101.7752001,0,red,0
4.5,10.0,312,-20.8562,-174.1252,1,blue,1
4.9,140.61,372,13.9716,145.101,1,pink,3
5.0,93.72,385,1.9322,127.3237,1,pink,3
4.3,104.47,284,-14.8679,167.3603,1,blue,1
4.5,10.0,312,33.9519,88.3531,1,blue,1
3.2,6.851391602,158,31.65650967,-104.3002824,0,red,0
6.0,104.0,555,-13.1864,166.8148,1,pink,3
3.92,17.73,302,35.284,-119.3906667,1,blue,1
3.5,32.8,188,51.2125,-178.256,0,red,0
4.3,10.0,284,12.7734,123.5064,1,blue,1
4.3,192.78,284,-24.2708,-67.1264,1,blue,1
3.6,7.211303711,200,31.65466829,-104.3008059,0,red,0
4.2,10.0,271,24.1844,126.6234,1,blue,1
4.1,264.09,259,-11.7633,167.3132,2,blue,1
4.3,10.0,284,-19.9693,168.3208,1,blue,1
3.5,7.314135742,188,31.65191394,-104.3002459,0,red,0
3.1,8.136791992,148,31.66108063,-104.3046246,0,red,0
6.2,19.0,628,24.0079,122.2592,1,pink,3
4.5,77.19,312,23.1835,142.7269,1,blue,1
4.5,10.0,312,24.2869,126.5489,1,blue,1
4.7,10.0,340,32.799,-39.8366,1,blue,1
4.2,44.05,273,53.483,-165.8716,1,blue,1
4.5,56.09,312,-31.6363,-178.7908,1,blue,1
3.2,7.416967772999999,158,31.62060196,-104.0153894,0,red,0
4.3,146.55,284,-5.7618,149.2541,1,blue,1
4.4,150.17,298,-7.6138,128.4621,1,blue,1
3.7,37.37,211,53.883,-166.0921,0,red,0
4.6,12.74,326,-15.014,166.8512,1,blue,1
4.5,506.3,312,-18.7156,-177.8105,2,green,2
3.5,7.725463867,188,31.65512786,-104.3008096,0,red,0
4.3,262.11,284,-22.9115,-66.6626,1,blue,1
4.4,63.23,298,18.3676,-101.0851,1,blue,1
4.3,567.13,284,-19.7656,-178.2522,2,green,2
4.2,578.25,271,4.8066,123.1304,2,green,2
4.1,191.56,259,4.3837,97.4417,1,blue,1
4.3,10.0,284,-8.4223,130.5502,1,blue,1
4.5,17.97,312,6.7737,123.5074,1,blue,1
5.8,40.0,520,27.1965,141.5457,1,pink,3
4.2,382.63,271,-4.5847,154.2542,2,green,2
4.1,278.09,259,-22.716,-66.235,2,green,2
5.0,23.34,386,24.026,122.1898,1,pink,3
4.2,101.31,271,-6.7909,129.8686,1,blue,1
4.25,33.52,341,19.2163333333333,-155.399666666667,1,blue,1
4.1,10.0,259,-28.2136,-175.7968,1,blue,1
4.6,10.0,326,-64.8299,177.7639,1,blue,1
4.7,35.0,340,13.0711,93.0237,1,blue,1
3.7,53.0,211,19.433,-66.2688,0,red,0
4.9,261.47,369,-20.6525,-176.5624,1,pink,3
4.3,10.0,284,31.1622,142.3432,1,blue,1
4.7,10.0,340,46.2236,152.769,1,blue,1
5.9,10.0,536,35.2813,-35.249,1,pink,3
4.7,10.0,340,-15.7734,-169.5999,1,blue,1
3.6,5.308911133,200,31.68726376,-104.4518179,0,red,0
4.2,10.0,271,-33.7283,57.1019,1,blue,1
4.9,10.0,369,43.4249,82.2728,1,pink,3
4.6,366.02,326,-17.8058,-176.897,2,green,2
4.5,61.35,312,37.7085,141.5249,1,blue,1
3.5,29.19,188,53.1334,-166.7317,0,red,0
3.5,33.0,189,18.8448,-66.7486,0,red,0
4.2,83.35,271,-36.2156,-71.7231,1,blue,1
3.47,7.0,185,19.0926,-67.2071,0,red,0
4.6,10.0,326,18.3519,147.2509,1,blue,1
4.1,10.0,259,73.9416,8.8949,1,blue,1
4.5,35.0,312,-1.5098,99.4714,1,blue,1
3.2,10.0,158,20.069,-68.9307,0,red,0
3.2,10.0,158,52.8468,-162.5323,0,red,0
4.5,298.19,312,-7.0385,127.7416,2,green,2
4.5,164.46,312,-37.6273,177.4473,1,blue,1
4.3,185.3,284,-16.0891,168.1964,1,blue,1
4.2,183.05,271,2.0079,127.5352,1,blue,1
4.5,489.18,312,48.3011,146.3417,2,green,2
4.3,556.55,284,-19.3905,-177.4219,2,green,2
4.6,131.6,326,11.9077,93.6061,1,blue,1
4.4,10.0,298,46.1826,152.9217,1,blue,1
4.6,35.0,326,-57.7846,-25.6035,1,blue,1
3.8,3.38,222,51.7951,-176.5147,0,red,0
4.1,511.63,259,17.5731,145.5997,2,green,2
4.7,10.0,340,-15.3548,-176.6565,1,blue,1
4.3,40.06,285,33.0339,76.074,1,blue,1
5.0,10.0,385,-6.3593,154.5131,1,pink,3
4.4,10.0,298,44.154,82.1125,1,blue,1
5.8,117.71,518,-20.4804,169.7151,1,pink,3
4.6,93.26,326,28.1549,141.3165,1,blue,1
3.38,8.56,177,19.0335,-156.229833333333,0,red,0
3.67,10.0,208,19.1886,-67.1321,0,red,0
6.0,544.0,554,-4.8065,125.0808,2,green,2
4.2,137.78,271,-18.1022,-174.3292,1,blue,1
3.06,30.16,145,19.1771666666667,-155.377166666667,0,red,0
3.6,4.2,199,41.094,-115.35,0,red,0
5.1,10.0,400,76.2296,125.0553,1,pink,3
4.1,34.07,259,-20.2727,168.8428,1,blue,1
4.2,553.77,271,-20.8709,-178.5586,2,green,2
5.0,57.97,387,-17.88,168.3867,1,pink,3
4.3,10.18,284,34.4811,45.6028,1,blue,1
4.0,132.93,246,-7.2091,129.3127,1,blue,1
4.2,119.01,271,-21.1502,-68.6862,1,blue,1
3.3,7.776879883,168,31.6623652,-104.3207826,0,red,0
4.3,552.51,284,-20.4722,-177.332,2,green,2
4.2,296.74,271,4.1948,124.5394,2,green,2
5.1,42.99,416,36.1445,31.2928,1,pink,3
3.7,33.43,211,51.4613,-178.2604,0,red,0
4.4,337.19,298,-30.2562,-179.2608,2,green,2
4.5,10.0,312,-56.9683,-24.7542,1,blue,1
4.6,10.0,326,56.0916,164.8598,1,blue,1
4.6,10.0,326,-57.0366,-24.8685,1,blue,1
3.81,8.38,294,19.1861666666667,-155.644333333333,1,blue,1
4.4,582.72,298,-18.0816,-178.3637,2,green,2
4.2,9.9,279,38.1677,-117.8238,1,blue,1
5.2,9.2,416,56.0178,164.9692,1,pink,3
4.4,35.78,298,19.1874,121.1706,1,blue,1
4.5,10.0,312,-29.9499,19.4214,1,blue,1
4.7,10.0,340,27.8527,100.5876,1,blue,1
4.6,10.0,326,-5.4009,152.2675,1,blue,1
4.1,10.0,259,-21.1938,-174.0716,1,blue,1
4.2,10.0,279,-32.9749,117.624,1,blue,1
5.2,10.0,416,-20.1713,168.814,1,pink,3
4.4,57.63,305,36.0674,140.07,1,blue,1
4.3,22.68,284,23.9134,122.4519,1,blue,1
4.5,22.67,313,23.9034,122.4954,1,blue,1
4.3,10.0,284,-59.2814,-24.8623,1,blue,1
3.3,32.4,168,56.2492,-154.3042,0,red,0
3.9,38.3,234,56.1994,-154.3888,0,blue,1
3.4,35.6,178,56.5076,-154.6172,0,red,0
3.8,12.9,222,57.763,-155.1981,0,red,0
3.2,35.0,158,53.1032,-166.7607,0,red,0
3.5,35.0,188,53.135,-166.7867,0,red,0
4.3,35.0,284,16.4066,-97.9989,1,blue,1
4.6,35.0,326,-59.6061,-25.9175,1,blue,1
5.0,267.22,385,-18.9797,169.6122,1,pink,3
4.3,10.0,284,23.916,122.5277,1,blue,1
3.52,101.0,191,18.0685,-68.4213,0,red,0
4.0,422.86,246,34.279,134.9012,2,green,2
4.7,65.15,340,-6.0265,149.5608,1,blue,1
4.9,10.0,369,-30.4517,-177.4975,1,pink,3
4.4,105.31,298,-4.4643,152.4712,1,blue,1
4.8,127.95,354,-11.5589,166.4968,1,pink,3
4.9,10.0,369,54.2823,168.9688,1,pink,3
3.2,35.0,158,51.4272,-177.0529,0,red,0
4.3,626.81,284,-18.6159,-177.6373,2,green,2
4.7,10.0,340,-0.8054,-24.7111,1,blue,1
5.0,10.0,385,-32.3207,-174.9087,1,pink,3
4.2,72.3,271,26.0189,125.7069,1,blue,1
3.2,10.2,158,54.8862,-156.1865,0,red,0
4.5,35.0,312,-59.7547,-26.3231,1,blue,1
5.7,10.0,500,-65.3437,-71.5089,1,pink,3
4.6,37.71,326,-57.9843,-25.5359,1,blue,1
4.2,406.23,271,-6.0634,127.84,2,green,2
4.75,9.5,589,37.3338333,-117.9023333,1,pink,3
3.3,35.0,168,53.0782,-167.5238,0,red,0
4.4,120.45,298,-6.3353,130.1779,1,blue,1
4.1,216.42,259,-24.2942,-67.3745,1,blue,1
4.6,10.0,326,-20.3209,168.7935,1,blue,1
4.58,12.57,412,40.3846667,-124.8643333,1,pink,3
4.7,10.0,340,-20.3159,168.8933,1,blue,1
3.4,7.6,178,38.17,-117.8851,0,red,0
4.8,10.0,354,-5.3485,152.2115,1,pink,3
5.0,10.0,385,-5.5193,152.1909,1,pink,3
3.2,18.3,158,55.0641,-157.6974,0,red,0
4.8,10.0,354,-5.4111,152.3608,1,pink,3
3.6,48.86,199,53.5892,-165.7854,0,red,0
4.2,27.16,271,-3.8097,127.5436,1,blue,1
3.66,7.0,206,18.2755,-64.2713,0,red,0
4.3,194.23,284,-8.3267,120.3343,1,blue,1
3.27,32.87,166,19.2398333333333,-155.409333333333,0,red,0
5.2,46.57,416,-59.6644,-26.394,1,pink,3
4.9,33.23,370,-2.1267,138.2713,1,pink,3
4.3,66.03,284,-6.4978,154.8127,1,blue,1
4.7,118.46,340,-24.5624,-176.9687,1,blue,1
4.5,10.0,312,-7.2389,105.1142,1,blue,1
4.2,10.0,272,26.8706,89.2113,1,blue,1
4.2,484.7,271,-24.7855,-179.9886,2,green,2
6.1,17.0,597,11.9367,-87.1371,1,pink,3
4.8,42.94,354,-58.7365,-25.2413,1,pink,3
4.0,376.55,246,47.4824,147.3498,2,green,2
4.7,10.0,340,11.9074,-87.2452,1,blue,1
4.0,49.08,246,33.9131,135.3376,1,blue,1
4.6,184.04,326,-22.5002,-67.801,1,blue,1
4.4,139.59,298,-11.0696,166.4877,1,blue,1
4.4,10.0,298,27.8305,82.8074,1,blue,1
4.4,55.61,298,3.2964,126.3154,1,blue,1
4.3,139.74,284,22.8144,143.2237,1,blue,1
3.1,7.0,148,17.9588,-66.9771,0,red,0
4.3,10.0,284,-8.4329,130.4031,1,blue,1
4.1,184.72,259,37.5127,72.2934,1,blue,1
4.5,97.27,312,15.6782,-93.3823,1,blue,1
4.3,546.6,284,41.5567,131.5079,2,green,2
4.5,54.12,312,-9.2268,113.2424,1,blue,1
4.9,39.67,370,27.445,128.6252,1,pink,3
4.5,574.41,312,-19.2219,-177.3751,2,green,2
4.5,10.0,312,13.3185,50.9276,1,blue,1
4.8,10.0,354,13.1884,50.9694,1,pink,3
4.7,10.0,340,-16.1379,-172.9804,1,blue,1
4.3,10.0,284,12.9297,50.9603,1,blue,1
4.5,10.0,312,-59.0084,-24.8863,1,blue,1
3.03,18.75,143,40.478,-124.3218333,0,red,0
3.1,18.5,148,54.9373,-157.7126,0,red,0
4.2,23.18,271,-37.6418,-75.3282,1,blue,1
3.01,8.72,140,37.3363333,-117.9028333,0,red,0
3.3,28.0,168,65.5367,-164.8169,0,red,0
5.1,6.12,400,-30.2707,-177.5837,1,pink,3
4.7,10.31,342,-17.5277,-69.6855,1,blue,1
4.9,10.0,369,-30.1881,-177.4894,1,pink,3
4.4,10.0,298,-60.385,-50.2346,1,blue,1
3.93,32.0,238,19.276,-64.1155,0,blue,1
4.9,10.0,369,-41.083,-90.9388,1,pink,3
4.6,10.0,326,-0.3896,-15.8556,1,blue,1
4.3,10.0,284,11.8287,-87.1923,1,blue,1
5.6,95.84,751,-11.8659,-76.5753,1,pink,3
4.3,125.41,284,-22.2778,-68.8105,1,blue,1
4.3,93.29,284,5.0283,127.2269,1,blue,1
5.3,10.0,432,-33.5773,77.6993,1,pink,3
4.3,123.85,284,-17.0049,-174.0947,1,blue,1
4.7,10.0,340,-59.0061,-24.6057,1,blue,1
4.5,10.0,312,-14.0198,34.7583,1,blue,1
5.1,10.0,401,11.948,-87.1714,1,pink,3
4.4,10.0,298,28.487,104.8185,1,blue,1
4.4,10.0,298,-3.368,68.4549,1,blue,1
4.4,10.0,298,-3.5179,68.2892,1,blue,1
6.6,13.0,1012,37.8283,101.29,1,pink,3
5.2,10.0,416,37.811,101.1631,1,pink,3
5.1,10.0,402,37.7592,101.1086,1,pink,3
4.3,10.0,284,1.4403,127.8513,1,blue,1
4.1,192.9,259,0.3479,122.2469,1,blue,1
4.3,35.0,284,11.1548,-86.7185,1,blue,1
4.1,54.84,259,40.3651,142.16,1,blue,1
3.9,10.0,234,56.4697,-149.2692,0,blue,1
5.0,10.0,385,-4.38,153.4074,1,pink,3
4.1,534.11,259,-5.6288,110.3086,2,green,2
4.1,10.0,259,37.8014,101.5655,1,blue,1
3.2,63.84,158,51.7804,-174.0748,0,red,0
4.2,10.0,271,37.8723,101.1333,1,blue,1
4.6,10.0,327,24.2599,120.7759,1,blue,1
4.7,10.0,340,28.3243,142.9234,1,blue,1
5.1,10.0,400,-3.5256,68.4857,1,pink,3
4.7,10.0,340,-3.6943,68.4041,1,blue,1
4.3,128.7,284,-20.4869,169.8026,1,blue,1
4.7,174.07,340,13.9048,144.7869,1,blue,1
4.6,10.0,326,19.0207,119.6134,1,blue,1
4.1,35.0,259,-59.6672,-25.8924,1,blue,1
3.1,131.24,148,53.0847,-169.7367,0,red,0
4.6,61.82,326,6.265,126.5863,1,blue,1
3.1,8.0,148,58.3102,-154.7716,0,red,0
4.2,23.51,271,-17.4288,-69.7259,1,blue,1
3.2,22.3,158,55.8567,-156.5782,0,red,0
4.9,10.0,369,-26.6747,-71.2521,1,pink,3
5.9,13.0,540,-26.6816,-71.138,1,pink,3
3.1,12.6,148,58.7863,-153.6879,0,red,0
4.2,590.89,271,-21.7701,-179.3757,2,green,2
4.3,88.26,284,11.0371,93.2253,1,blue,1
4.3,10.0,284,16.6496,-100.5786,1,blue,1
3.56,1.8,313,34.4365,-118.9911667,0,blue,1
4.5,10.0,312,37.7706,101.3456,1,blue,1
3.2,25.39,158,50.9924,179.5735,0,red,0
3.1,35.0,148,51.675,-174.9076,0,red,0
5.2,37.78,422,60.3899,-140.5334,1,pink,3
5.1,34.58,400,-30.3315,-177.554,1,pink,3
4.3,10.0,284,-26.6784,-71.3871,1,blue,1
4.1,10.0,259,-30.4471,-177.6001,1,blue,1
5.3,10.0,433,1.4233,127.9637,1,pink,3
4.1,39.14,259,20.6248,122.0276,1,blue,1
5.0,107.86,385,5.7328,126.9785,1,pink,3
4.4,43.65,298,11.952,-87.1719,1,blue,1
3.8,9.74,222,51.8606,-176.5384,0,red,0
4.5,10.0,312,34.3335,24.2913,1,blue,1
4.4,35.63,298,27.462,128.7852,1,blue,1
4.7,10.0,340,-52.4221,28.079,1,blue,1
4.7,10.0,340,-4.9014,133.807,1,blue,1
4.6,81.24,326,14.3321,146.0348,1,blue,1
4.9,10.0,369,-58.8471,-25.1434,1,pink,3
4.4,92.63,298,-25.1547,-177.1611,1,blue,1
4.6,10.0,326,-47.2259,-9.7544,1,blue,1
4.4,4.72,298,1.5215,127.8641,1,blue,1
4.4,10.0,298,49.0709,158.3723,1,blue,1
4.2,10.0,271,30.9636,142.4295,1,blue,1
4.7,103.0,340,38.6317,73.7473,1,blue,1
4.0,204.58,246,18.5804,145.5763,1,blue,1
3.2,183.22,158,52.2699,-175.692,0,red,0
4.4,70.04,298,-31.5098,-178.6487,1,blue,1
3.21,4.58,186,33.373,-116.8868333,0,red,0
4.7,10.0,341,24.7518,-109.1019,1,blue,1
4.6,10.0,326,-7.2165,152.7804,1,blue,1
5.7,13.0,500,-7.2106,152.6649,1,pink,3
4.8,199.18,354,0.3375,122.0772,1,blue,1
4.4,10.0,298,-2.8187,129.4161,1,blue,1
4.4,110.04,298,6.8783,94.632,1,blue,1
4.4,506.75,298,-24.3236,-179.9614,2,green,2
4.4,188.39,298,12.5109,-86.8052,1,blue,1
4.3,539.06,284,-6.8749,125.2347,2,green,2
4.5,41.47,312,12.7291,123.4226,1,blue,1
4.4,10.0,298,-9.3268,148.521,1,blue,1
4.2,233.22,271,2.7418,128.6995,1,blue,1
4.2,572.99,271,-19.9202,-178.0651,2,green,2
3.1,25.45,148,60.4418,-140.4727,0,red,0
4.6,10.0,326,-52.419,28.1526,1,blue,1
4.2,124.41,271,-16.4919,-174.259,1,blue,1
4.0,453.59,246,-22.8482,-179.5244,2,green,2
4.2,10.0,271,37.5304,144.0023,1,blue,1
4.1,10.0,259,-2.5371,127.9363,1,blue,1
5.0,54.57,385,-4.7723,153.3744,1,pink,3
4.4,10.0,298,-57.9824,-25.8677,1,blue,1
3.56,6.0,195,19.1451,-68.544,0,red,0
4.5,133.73,312,-7.0726,129.2677,1,blue,1
4.2,20.45,271,-26.6811,-71.3883,1,blue,1
4.5,487.97,312,-23.916,-179.7053,2,green,2
3.36,17.0,174,18.825,-67.2076,0,red,0
4.6,548.31,326,-23.357,179.7662,2,green,2
4.4,112.44,298,-16.7624,-174.0587,1,blue,1
4.9,43.79,370,11.9548,-87.1542,1,pink,3
4.7,35.0,340,-23.5624,-176.3649,1,blue,1
4.1,35.0,259,51.943,-172.1705,1,blue,1
3.4,35.0,178,51.3347,-177.7616,0,red,0
4.3,79.15,284,42.5066,144.2933,1,blue,1
4.8,35.0,354,-33.5041,-179.2732,1,pink,3
3.47,32.0,185,19.2608,-66.597,0,red,0
5.2,10.0,416,1.4538,127.8761,1,pink,3
5.0,35.0,385,-32.8951,-179.0365,1,pink,3
5.5,13.45,739,40.8272,21.3919,1,pink,3
4.6,10.0,328,40.9153,21.4015,1,blue,1
5.4,10.0,453,1.4713,127.8516,1,pink,3
4.2,10.0,271,37.8592,101.151,1,blue,1
4.0,10.0,246,40.9283,21.382,1,blue,1
4.3,10.0,284,-8.1211,123.8404,1,blue,1
4.3,10.0,284,-8.1103,123.7262,1,blue,1
4.9,10.0,369,47.0908,155.6652,1,pink,3
4.3,10.0,284,40.8466,21.4066,1,blue,1
4.7,10.0,340,-33.8014,179.5333,1,blue,1
4.9,231.24,369,2.7814,128.5213,1,pink,3
6.2,7.0,592,-33.7823,179.574,1,pink,3
5.3,10.0,432,-33.7522,179.8989,1,pink,3
4.9,10.0,369,-33.8185,179.7827,1,pink,3
4.9,10.0,369,-33.8116,179.7888,1,pink,3
5.2,10.0,416,-33.7504,179.5715,1,pink,3
5.2,10.0,416,-33.8834,179.7103,1,pink,3
4.5,569.75,312,-19.8711,-178.0448,2,green,2
4.6,10.0,326,-33.8095,179.6489,1,blue,1
3.57,29.0,196,19.3058,-67.338,0,red,0
4.2,10.0,271,24.8542,122.4484,1,blue,1
3.2,7.2,158,38.1763,-117.8876,0,red,0
4.5,10.0,312,-4.6754,153.2921,1,blue,1
4.4,124.95,298,-0.0765,122.9215,1,blue,1
5.3,10.0,432,-33.77,179.5102,1,pink,3
4.1,149.34,259,-21.9746,-68.6468,1,blue,1
4.8,42.43,366,-30.7991,-71.4324,1,pink,3
4.7,10.0,340,-33.6613,179.7528,1,blue,1
4.8,10.0,354,-33.7489,179.5482,1,pink,3
3.2,17.97,160,47.652,-69.823,0,red,0
4.7,10.0,340,-56.6264,-23.8098,1,blue,1
4.4,235.64,298,-17.7579,-175.132,1,blue,1
5.6,8.0,504,-26.0798,-65.4393,1,pink,3
3.6,66.5,200,62.9021,-149.3026,0,red,0
4.4,126.3,298,-12.63,166.8328,1,blue,1
4.5,33.85,312,-9.1167,112.8001,1,blue,1
5.3,25.42,432,-24.7587,-176.1172,1,pink,3
4.6,604.99,326,-18.0849,-178.2169,2,green,2
4.6,10.0,326,-33.9223,179.2159,1,blue,1
4.4,10.0,298,23.5211,126.1874,1,blue,1
4.0,10.0,246,50.1238,-176.9937,1,blue,1
4.4,111.89,298,-5.6261,130.5724,1,blue,1
3.7,13.6,213,40.9622,-114.9424,0,red,0
4.6,10.0,326,-14.8128,168.0575,1,blue,1
3.1,5.0,159,38.6563,-97.5561,0,red,0
4.8,10.0,354,-33.8497,179.78,1,pink,3
4.6,10.0,326,-33.9788,179.5776,1,blue,1
4.0,73.37,254,-32.9984,-70.8799,1,blue,1
4.5,10.0,312,37.4051,20.3878,1,blue,1
4.2,339.33,271,32.8965,137.7136,2,green,2
4.4,85.39,298,2.0281,127.6504,1,blue,1
4.7,10.0,340,-33.5603,179.6777,1,blue,1
4.2,10.0,271,28.2228,57.0811,1,blue,1
4.0,10.0,246,29.6652,51.1191,1,blue,1
4.2,10.0,271,29.7699,50.9831,1,blue,1
4.5,10.0,318,35.5272,44.9269,1,blue,1
4.3,84.74,284,36.2233,140.7837,1,blue,1
4.9,35.0,369,-56.0504,-26.6483,1,pink,3
5.0,10.0,385,-22.693,-174.9208,1,pink,3
4.4,45.4,298,11.9298,-87.1545,1,blue,1
5.7,498.93,500,-25.0442,179.8704,2,green,2
4.6,10.0,326,35.4789,44.9228,1,blue,1
4.0,43.1,246,53.4109,-166.1109,1,blue,1
4.9,539.96,369,-17.4585,-178.6322,2,green,2
3.74,33.0,215,19.1636,-68.4403,0,red,0
3.1,207.6,148,55.4233,-162.973,0,red,0
4.7,10.0,340,28.3554,-43.7769,1,blue,1
4.4,35.0,298,-59.4576,-25.8587,1,blue,1
5.8,10.0,518,28.4777,-43.6423,1,pink,3
4.4,10.0,298,12.7171,58.2785,1,blue,1
4.6,10.0,326,28.343,-43.5883,1,blue,1
4.6,10.0,326,2.6481,128.9301,1,blue,1
5.2,10.0,416,0.1519,96.7107,1,pink,3
4.4,46.28,298,38.7641,141.9851,1,blue,1
4.4,10.0,300,40.9196,21.4384,1,blue,1
6.6,21.0,976,35.2267,31.9435,1,pink,3
3.36,35.0,174,19.5611,-66.2231,0,red,0
4.5,10.0,312,-33.1705,-178.5694,1,blue,1
3.1,35.0,148,53.1916,-164.0898,0,red,0
4.6,35.0,326,-59.3104,-25.6294,1,blue,1
4.4,241.17,298,18.5687,145.5962,1,blue,1
4.6,66.46,326,52.7328,159.8049,1,blue,1
4.6,35.0,326,-18.345,-173.7307,1,blue,1
3.7,7.365551758,211,31.67696635,-104.4113435,0,red,0
3.9,4.486254883,235,31.72165965,-104.5259366,0,blue,1
4.6,2.2,347,58.6643,-152.5048,1,blue,1
4.2,11.29,271,14.9088,-94.3437,1,blue,1
4.6,15.61,326,18.4277,-73.5406,1,blue,1
4.4,35.28,298,3.1287,126.8049,1,blue,1
4.2,12.97,272,18.4855,-73.5582,1,blue,1
4.9,33.85,369,-58.0176,-25.6607,1,pink,3
4.6,128.11,326,1.3856,126.9357,1,blue,1
4.6,34.49,326,25.2375,125.6121,1,blue,1
4.4,24.56,298,2.2295,-78.9499,1,blue,1
4.4,58.58,298,15.4955,-93.9272,1,blue,1
5.0,10.0,385,-20.5694,-173.903,1,pink,3
4.5,10.0,312,-3.5307,151.2021,1,blue,1
4.6,112.14,326,7.2609,94.2638,1,blue,1
4.8,10.0,354,3.8385,-31.5479,1,pink,3
4.8,122.36,354,52.9644,-171.4197,1,pink,3
4.2,380.35,271,31.9082,137.84,2,green,2
4.5,10.0,312,24.7597,-109.3479,1,blue,1
6.8,20.0,730,52.3415,-167.7554,1,pink,3
3.1,20.97,148,52.5147,-168.0546,0,red,0
4.5,10.0,312,52.3205,-167.9743,1,blue,1
4.8,16.52,354,52.4232,-167.9569,1,pink,3
4.1,375.01,259,-6.0527,128.1561,2,green,2
4.6,26.2,326,52.7785,-168.1096,1,blue,1
3.4,10.0,178,52.2415,-167.8322,0,red,0
3.6,17.66,199,52.4031,-167.9936,0,red,0
5.4,16.97,449,52.3766,-167.9324,1,pink,3
3.1,20.7,148,52.229,-167.6081,0,red,0
3.5,29.5,188,52.2323,-167.9858,0,red,0
4.7,22.32,340,52.3376,-167.8926,1,blue,1
3.3,24.67,168,52.3025,-167.7074,0,red,0
4.4,10.0,298,52.3006,-167.9505,1,blue,1
3.2,10.0,158,52.2875,-167.931,0,red,0
3.32,44.0,170,19.35,-64.703,0,red,0
