규모,진원깊이,영향도,위도,경도,cluster,c,cluster_4
4.0,10.0,246,19.5875,-109.4536,1,blue,1
3.19,34.66,158,19.1801666666667,-155.494333333333,0,red,0
6.2,4.0,592,-5.2611,125.585,1,pink,3
4.6,10.0,330,38.2675,24.3226,1,blue,1
4.2,10.0,271,38.1178,24.3199,1,blue,1
5.5,13.712,465,-5.3494,125.6371,1,pink,3
3.7,62.775,211,-28.6332,-71.1761,0,red,0
4.0,9.754,246,-5.3643,125.401,1,blue,1
3.9,14.919,234,-11.0925,121.9445,0,blue,1
4.9,10.0,369,-2.0062,125.9262,1,pink,3
4.2,66.553,271,-3.755,139.5442,1,blue,1
4.9,10.0,369,14.4872,118.6504,1,pink,3
4.04,13.0,260,17.9335,-66.934,1,blue,1
3.68,13.0,210,17.9451,-66.9383,0,red,0
4.6,10.0,326,7.5574,-34.5218,1,blue,1
3.11,13.89,149,17.9433333333333,-66.9458333333333,0,red,0
4.0,156.388,246,6.279,125.9678,1,blue,1
4.1,35.0,259,54.5554,161.5388,1,blue,1
4.6,10.0,326,50.7334,-174.5119,1,blue,1
3.07,15.32,145,17.9395,-66.9493333333333,0,red,0
4.3,10.0,284,14.1505,-93.2467,1,blue,1
4.3,14.194,284,30.5878,132.4042,1,blue,1
3.5,73.609,188,51.8857,-175.218,0,red,0
3.7,21.8,211,54.6943,-156.8874,0,red,0
4.28,15.0,282,19.361,-68.9066,1,blue,1
5.5,10.0,465,-35.2895,-104.3709,1,pink,3
4.4,24.913,298,18.141,-61.7476,1,blue,1
3.37,27.53,175,18.8403333333333,-66.0798333333333,0,red,0
4.2,10.0,271,37.065,28.4103,1,blue,1
5.7,20.0,505,-0.9402,98.4892,1,pink,3
5.2,22.72,416,-0.8598,98.5035,1,pink,3
3.9,7.7,234,55.4073,-157.0756,0,blue,1
5.0,10.0,385,-56.4144,-141.5486,1,pink,3
4.3,16.515,284,-1.0031,98.4256,1,blue,1
4.6,22.933,326,-0.8863,98.7009,1,blue,1
4.7,16.274,340,-1.0392,98.3974,1,blue,1
5.2,18.401,416,-0.8016,98.6029,1,pink,3
4.1,1.14,305,19.4245,-155.228,1,blue,1
4.3,10.0,284,54.0968,169.2883,1,blue,1
3.3,11.33,168,17.9621666666667,-66.9351666666667,0,red,0
4.5,532.011,312,-24.1487,178.5143,2,green,2
4.0,127.652,246,13.6827,144.9869,1,blue,1
5.1,10.0,400,-20.7399,-173.7494,1,pink,3
3.3,35.0,168,51.3802,-177.6804,0,red,0
4.6,52.985,326,2.7519,127.1388,1,blue,1
4.5,44.359,312,2.712,127.0354,1,blue,1
4.1,10.0,260,37.0767,28.4647,1,blue,1
5.1,44.257,400,-29.2538,-177.0885,1,pink,3
3.55,34.0,194,19.1965,-64.5816,0,red,0
4.2,114.013,271,46.3544,150.7168,1,blue,1
3.39,27.0,177,19.1408,-64.7235,0,red,0
3.7,2.6,211,54.6597,-156.7349,0,red,0
4.1,98.402,259,-10.2531,161.2616,1,blue,1
4.3,10.0,284,51.3716,159.7704,1,blue,1
3.11,1.49,149,18.1791666666667,-67.3588333333333,0,red,0
5.3,36.524,435,17.52,122.3026,1,pink,3
4.9,10.334,369,17.5415,122.3079,1,pink,3
3.3,107.8,168,62.8944,-150.6789,0,red,0
4.2,10.0,271,17.5252,122.3431,1,blue,1
4.3,51.06,284,-30.6523,-71.3359,1,blue,1
4.8,85.816,355,-4.3903,143.1097,1,pink,3
4.3,10.0,284,13.9253,-93.2556,1,blue,1
4.0,10.0,246,64.3976,-17.4681,1,blue,1
4.4,520.229,298,-25.0421,179.6501,2,green,2
4.5,44.426,312,-29.4646,-177.172,1,blue,1
4.3,356.747,284,-6.3955,128.2055,2,green,2
5.3,10.0,433,14.2645,118.9138,1,pink,3
5.0,45.801,385,-29.4831,-177.1487,1,pink,3
4.8,10.0,360,30.3208,70.9766,1,pink,3
4.6,25.728,326,-29.591,-176.7489,1,blue,1
4.5,250.125,312,-20.2214,-176.3797,1,blue,1
3.6,8.68,689,43.8635,-76.0202,1,pink,3
4.4,9.759,298,37.4639,70.0889,1,blue,1
3.2,54.417,158,51.4215,-177.4886,0,red,0
4.6,35.0,326,3.3968,126.6947,1,blue,1
4.4,35.0,298,3.4482,126.7884,1,blue,1
4.4,42.213,298,26.3759,141.8636,1,blue,1
4.5,510.519,312,-23.9777,-179.9879,2,green,2
4.2,97.134,271,-27.1669,-70.174,1,blue,1
4.3,35.0,284,12.6782,-89.8754,1,blue,1
3.9,215.429,234,22.6286,141.6878,0,blue,1
3.84,50.0,227,17.9411,-68.6815,0,red,0
5.4,76.656,449,-59.5662,-26.4452,1,pink,3
4.3,165.343,284,-24.3673,-67.1247,1,blue,1
4.0,119.175,246,36.47,70.9101,1,blue,1
4.5,10.984,312,8.2865,122.9369,1,blue,1
4.0,207.15,246,18.6467,145.6755,1,blue,1
7.1,46.755,778,-29.9574,-177.8386,1,pink,3
4.8,8.975,354,-29.9298,-177.9885,1,pink,3
4.1,222.991,259,18.8032,145.6162,1,blue,1
4.4,35.0,298,-29.8709,-177.4186,1,blue,1
5.2,35.0,416,-29.858,-177.5254,1,pink,3
3.5,45.861,188,51.7225,175.7973,0,red,0
5.6,10.0,482,-60.4609,-26.2305,1,pink,3
4.5,124.17,312,-31.8098,-69.5977,1,blue,1
4.5,39.831,312,-29.7645,-177.2882,1,blue,1
3.35,36.34,173,19.0931666666667,-66.5775,0,red,0
4.7,22.643,343,-33.6233,-72.0504,1,blue,1
4.8,10.0,354,0.0779,-17.2253,1,pink,3
4.6,35.0,326,-29.9608,-177.6653,1,blue,1
4.6,44.898,326,-29.8883,-177.7585,1,blue,1
4.3,531.726,284,-23.9702,-179.9136,2,green,2
4.6,10.0,326,13.128,122.7033,1,blue,1
4.1,537.692,259,3.7248,122.7693,2,green,2
4.4,10.0,298,2.0695,-101.6393,1,blue,1
4.4,10.0,298,-2.8745,129.8751,1,blue,1
4.6,10.0,326,3.4531,-102.0506,1,blue,1
4.4,217.889,298,-12.2575,166.9959,1,blue,1
4.7,32.444,340,-29.641,-176.9765,1,blue,1
4.9,52.384,369,-29.3781,-177.3092,1,pink,3
4.0,543.079,246,-17.6749,-178.5613,2,green,2
4.2,10.091,271,-28.2653,-177.4336,1,blue,1
4.3,111.388,285,-30.8024,-68.5585,1,blue,1
4.2,10.0,271,-2.9204,129.7805,1,blue,1
5.0,35.0,385,-30.1806,-177.5685,1,pink,3
5.2,26.313,419,9.2801,125.406,1,pink,3
4.1,10.0,259,31.6883,52.6357,1,blue,1
5.0,10.0,385,9.3625,93.8685,1,pink,3
4.7,66.805,340,-4.889,102.968,1,blue,1
3.07,6.7,145,17.9615,-66.9545,0,red,0
3.2,10.0,158,43.4917,-127.5577,0,red,0
4.8,5.7,354,54.6707,-157.7449,1,pink,3
4.6,42.206,326,-29.8437,-177.469,1,blue,1
4.6,89.96,326,10.6549,-62.2962,1,blue,1
4.0,525.591,246,3.5141,123.0811,2,green,2
4.4,10.0,298,43.2909,83.7361,1,blue,1
4.5,73.426,312,9.0347,126.2842,1,blue,1
4.1,446.459,259,1.788,122.6106,2,green,2
5.0,35.0,385,-29.9967,-177.5014,1,pink,3
4.9,95.589,370,-4.388,143.2177,1,pink,3
4.1,27.687,259,51.623,178.4967,1,blue,1
4.0,103.946,246,-4.4928,143.0743,1,blue,1
7.1,34.0,848,-0.8082,98.5112,1,pink,3
4.8,10.506,354,-16.0142,-174.7258,1,pink,3
4.4,10.0,298,14.6903,54.6615,1,blue,1
4.4,47.468,298,-29.953,-177.8184,1,blue,1
3.02,5.71,140,19.0035,-67.47,0,red,0
5.0,21.352,385,-0.9345,98.5221,1,pink,3
4.6,10.0,326,23.1957,142.607,1,blue,1
4.8,118.34,354,6.1864,126.8864,1,pink,3
4.2,209.102,271,13.0066,143.5938,1,blue,1
3.2,9.628,158,53.3167,178.6193,0,red,0
3.07,13.26,145,18.0213333333333,-66.7508333333333,0,red,0
4.1,409.525,259,-16.7324,-177.1634,2,green,2
4.7,23.947,340,-30.31,-177.2566,1,blue,1
3.5,56.1,196,59.5453,-152.0856,0,red,0
4.4,35.0,298,-0.7467,98.8529,1,blue,1
4.2,106.956,271,18.6589,146.0326,1,blue,1
3.12,7.63,153,35.766,-121.2321667,0,red,0
4.6,223.364,326,-12.2453,166.9815,1,blue,1
5.2,68.886,426,-2.8231,-79.8374,1,pink,3
4.5,10.0,312,21.886,120.5102,1,blue,1
3.2,7.879711914,158,31.6060821,-103.9588366,0,red,0
3.73,87.0,214,19.4575,-65.8143,0,red,0
4.4,44.165,298,-29.9901,-177.487,1,blue,1
4.5,157.399,312,-14.6816,167.4098,1,blue,1
4.2,203.453,271,-5.024,129.8545,1,blue,1
5.6,10.0,483,-41.3592,-86.1327,1,pink,3
4.2,10.0,271,-3.7704,134.8898,1,blue,1
4.4,57.995,298,40.0764,141.8156,1,blue,1
4.5,551.404,312,-17.7141,-178.2793,2,green,2
4.2,594.293,271,-21.7234,-179.2699,2,green,2
4.8,10.0,354,34.5245,122.5924,1,pink,3
3.1,35.0,148,51.6489,-174.2134,0,red,0
4.5,35.0,312,-58.8386,-25.3275,1,blue,1
4.2,243.273,271,-7.1159,112.3496,1,blue,1
4.1,8.776,259,34.8794,14.197,1,blue,1
4.0,51.46,246,37.6894,141.8026,1,blue,1
4.4,136.525,298,-15.0857,167.3504,1,blue,1
3.1,10.0,148,50.7502,-173.8762,0,red,0
4.4,26.488,298,-58.6328,-25.0601,1,blue,1
4.7,24.048,340,-4.0017,134.092,1,blue,1
4.2,115.26,271,24.8559,122.2195,1,blue,1
4.3,14.871,284,30.5894,132.4054,1,blue,1
3.7,29.635,211,52.6207,-169.8908,0,red,0
4.2,160.445,271,-17.6988,-69.4647,1,blue,1
3.3,35.0,168,51.4182,-176.5147,0,red,0
3.1,15.788,148,52.1883,-165.6507,0,red,0
3.08,6.3,146,19.335,-155.130833333333,0,red,0
3.2,22.359,158,53.4512,-166.9777,0,red,0
4.0,5.0,247,38.0275,37.3069,1,blue,1
5.4,21.638,467,-40.2601,176.5323,1,pink,3
5.3,20.171,436,-40.3152,176.5877,1,pink,3
4.4,22.708,298,-58.6196,-25.2019,1,blue,1
4.3,532.097,284,-17.561,-178.6678,2,green,2
4.6,38.751,326,-29.9791,-177.7638,1,blue,1
5.7,10.0,500,-9.0767,67.3204,1,pink,3
4.6,76.738,326,-4.3891,144.4473,1,blue,1
3.61,136.0,200,18.1571,-68.7246,0,red,0
3.5,50.41,188,52.3114,-169.9784,0,red,0
4.3,21.74,284,-40.3107,176.6609,1,blue,1
4.8,113.844,354,-6.6265,155.5698,1,pink,3
3.4,10.0,178,52.6174,-166.8916,0,red,0
4.9,82.536,369,4.7731,95.4679,1,pink,3
4.5,35.0,312,-11.1152,166.0938,1,blue,1
4.4,10.0,298,0.764,-77.8395,1,blue,1
4.0,27.198,246,23.7768,122.4565,1,blue,1
4.4,117.456,299,13.9577,145.181,1,blue,1
4.2,10.0,271,37.8831,36.4031,1,blue,1
4.1,16.319,259,34.3883,45.3815,1,blue,1
4.5,152.853,312,-27.8621,-66.7444,1,blue,1
3.1,10.0,148,51.7802,-172.8505,0,red,0
4.6,68.432,326,4.5264,95.1193,1,blue,1
3.56,19.7,297,34.0288333,-116.8456667,0,red,0
3.2,6.131567383,158,31.68215487,-104.3909326,0,red,0
3.1,6.26,247,37.2868333,-121.6576667,0,red,0
4.2,71.167,271,42.0682,142.5007,1,blue,1
4.5,10.0,312,42.1204,83.3565,1,blue,1
3.5,19.4,188,64.6715,-152.4726,0,red,0
3.5,13.1,188,64.6466,-152.4724,0,red,0
4.8,10.0,354,-14.9698,166.6516,1,pink,3
4.9,10.0,369,-15.1461,-172.8077,1,pink,3
4.2,32.792,271,-26.609,-70.9392,1,blue,1
3.2,31.0100002288818,158,19.1205005645752,-155.408996582031,0,red,0
4.3,119.997,284,-6.5822,155.4461,1,blue,1
4.3,6.0,284,38.0104,36.4372,1,blue,1
3.2,35.0,158,52.2922,-170.4019,0,red,0
4.2,523.301,271,-23.8408,-179.7663,2,green,2
4.4,18.358,298,26.5494,128.9741,1,blue,1
4.6,67.767,326,49.3647,155.5921,1,blue,1
4.2,105.318,271,46.1068,151.2523,1,blue,1
3.4,16.382,178,44.6943,-114.3893,0,red,0
5.1,25.639,400,-0.7335,98.591,1,pink,3
4.4,65.944,298,52.3637,159.3916,1,blue,1
4.2,10.0,271,34.3892,45.2965,1,blue,1
4.3,75.01,284,44.4781,148.1011,1,blue,1
4.0,608.997,246,-20.9998,-178.9814,2,green,2
4.2,67.808,271,41.572,141.9177,1,blue,1
5.1,10.0,400,-58.3373,-23.7017,1,pink,3
4.16,29.51,320,19.153,-155.369,1,blue,1
4.3,143.519,284,-8.6568,118.2982,1,blue,1
4.6,10.0,326,-51.4427,139.4375,1,blue,1
3.5,14.628,188,56.0702,-149.1575,0,red,0
4.5,10.0,312,-30.3313,-176.6784,1,blue,1
3.92,26.42,344,19.5383333333333,-155.812166666667,1,blue,1
3.24,44.01,162,19.0361666666667,-65.3565,0,red,0
5.0,85.853,391,-35.6137,-71.3001,1,pink,3
4.4,10.0,298,29.5452,104.5796,1,blue,1
3.2,173.479,158,52.4305,-174.4095,0,red,0
4.6,10.0,326,25.9338,128.5939,1,blue,1
5.3,10.0,434,26.0902,128.5561,1,pink,3
4.9,10.0,369,25.9913,128.5497,1,pink,3
3.15,4.77,155,19.3296666666667,-155.116833333333,0,red,0
4.4,13.067,298,26.0704,128.5333,1,blue,1
4.9,10.0,369,27.774,55.3531,1,pink,3
4.2,151.881,271,5.9304,126.0474,1,blue,1
4.2,227.117,271,-19.32,-67.3847,1,blue,1
4.1,23.651,259,-33.8482,-72.1677,1,blue,1
4.4,38.804,298,-55.2975,-28.8788,1,blue,1
4.3,224.649,284,-39.1343,174.8232,1,blue,1
4.4,62.8,298,37.0818,141.1233,1,blue,1
3.6,1.5,199,54.5479,-156.8323,0,red,0
3.1,4.5,148,54.4665,-156.7415,0,red,0
4.6,10.0,327,3.2052,98.5528,1,blue,1
4.2,7.476,271,38.7636,37.134,1,blue,1
4.4,123.344,298,-5.809,149.7373,1,blue,1
3.3,60.019,168,53.8258,-165.42,0,red,0
4.7,80.969,340,-4.2669,143.2616,1,blue,1
4.5,10.0,312,29.5729,81.5302,1,blue,1
4.6,10.106,326,10.1348,-62.9908,1,blue,1
3.91,5.0,235,19.043,-67.152,0,blue,1
4.4,10.0,298,26.025,128.5922,1,blue,1
5.1,10.0,403,29.6212,81.5483,1,pink,3
4.2,10.0,271,-45.9569,34.2809,1,blue,1
3.8,61.332,222,51.4435,179.4691,0,red,0
4.2,10.0,271,17.4641,122.4496,1,blue,1
3.3,12.1,168,66.5318,-157.2608,0,red,0
4.5,10.0,312,11.6177,141.7854,1,blue,1
4.5,29.339,312,26.3864,128.1259,1,blue,1
4.9,10.0,399,35.9918,59.3364,1,pink,3
4.1,160.288,259,18.1366,145.4688,1,blue,1
3.16,9.96,160,33.0293333,-116.0031667,0,red,0
4.3,170.951,284,-17.3322,-70.3293,1,blue,1
5.7,106.795,500,-59.9306,-27.8993,1,pink,3
4.0,251.325,246,-18.7427,169.2113,1,blue,1
3.1,72.397,148,51.7353,-176.8371,0,red,0
6.0,587.56,554,-25.1471,178.5065,2,green,2
6.6,563.0,671,-25.1498,178.4274,2,pink,3
5.5,570.099,465,-25.1399,178.372,2,green,2
3.2,8.008251953,158,31.65176817,-104.2854443,0,red,0
5.6,576.784,482,-25.0889,178.4405,2,green,2
5.3,10.0,432,-16.434,67.2028,1,pink,3
4.6,42.64,326,52.2836,159.6577,1,blue,1
4.5,582.631,312,-25.0551,178.4359,2,green,2
3.4,10.0,178,55.217,-159.5932,0,red,0
4.1,10.0,259,36.1028,36.0439,1,blue,1
4.5,66.601,312,32.043,140.8457,1,blue,1
4.0,588.136,246,-24.8007,178.5468,2,green,2
3.4,3.1,178,64.3571,-137.6332,0,red,0
3.16,11.06,186,32.7048333,-115.5343333,0,red,0
4.5,10.0,312,19.4224,-108.4698,1,blue,1
4.5,79.085,312,-4.8568,153.4088,1,blue,1
4.9,604.583,369,-25.2811,178.4506,2,green,2
4.4,63.311,298,42.0108,142.6398,1,blue,1
4.3,65.363,284,13.9242,-90.9972,1,blue,1
5.7,10.0,500,-4.775,133.8946,1,pink,3
4.9,10.0,369,-11.5656,166.6138,1,pink,3
4.3,10.0,284,-7.2566,155.5228,1,blue,1
4.2,95.906,271,-10.299,161.1465,1,blue,1
4.2,564.894,271,-20.7893,-178.7805,2,green,2
4.6,10.0,326,-2.3062,68.128,1,blue,1
4.2,43.406,271,12.7463,-88.6654,1,blue,1
4.4,13.602,298,25.973,128.5989,1,blue,1
3.6,20.9,199,66.0599,-174.126,0,red,0
3.2,10.74,158,52.8956,-173.4661,0,red,0
4.3,10.0,284,-4.8192,133.8044,1,blue,1
4.5,574.317,312,-24.9922,178.6837,2,green,2
4.4,121.272,298,-20.998,-68.6517,1,blue,1
4.5,143.06,312,-15.2373,167.4266,1,blue,1
5.2,89.364,426,13.6644,120.6333,1,pink,3
3.4,4.696,178,49.1862,-120.8363,0,red,0
4.4,10.0,298,-4.7038,134.2547,1,blue,1
4.4,60.202,298,33.6853,140.5739,1,blue,1
5.5,10.0,465,-4.7811,133.9484,1,pink,3
4.4,10.0,298,-4.9307,133.7644,1,blue,1
4.6,550.339,326,-23.2612,-179.6247,2,green,2
4.9,17.972,369,8.2568,94.1308,1,pink,3
4.1,10.0,259,-4.7612,133.7898,1,blue,1
4.9,115.551,370,-8.7232,118.9843,1,pink,3
3.2,10.0,158,49.828,-176.3041,0,red,0
4.8,35.487,355,2.5502,96.6329,1,pink,3
3.1,9.3,148,54.7379,-157.8701,0,red,0
3.51,3.0,190,18.8606,-67.6975,0,red,0
3.18,8.89,156,18.9683333333333,-67.1096666666667,0,red,0
4.3,82.993,284,-7.1127,129.8109,1,blue,1
4.9,10.0,369,-50.0964,115.5072,1,pink,3
3.4,39.253,178,-41.3105,174.5276,0,red,0
4.4,167.943,298,-14.7983,167.4557,1,blue,1
4.6,10.0,326,38.1021,36.4431,1,blue,1
4.5,10.0,312,-4.8221,133.8587,1,blue,1
4.7,10.0,340,26.0136,128.5728,1,blue,1
3.6,5.2,199,59.3072,-145.0407,0,red,0
4.6,10.0,326,25.9983,128.4928,1,blue,1
4.4,10.0,298,25.9914,128.5948,1,blue,1
5.2,10.0,416,-52.507,140.3652,1,pink,3
4.4,10.0,298,26.0359,128.3524,1,blue,1
4.5,10.0,312,-61.82,160.9786,1,blue,1
4.3,292.085,284,-21.4421,-177.3054,2,green,2
5.0,65.728,385,-5.1828,153.3941,1,pink,3
3.3,28.907,168,51.3898,-178.3755,0,red,0
4.4,10.0,298,-21.7418,174.0973,1,blue,1
4.5,10.0,312,-61.6857,160.6479,1,blue,1
4.09,10.43,348,32.711,-115.5448333,1,blue,1
3.21,10.58,163,32.7111667,-115.5471667,0,red,0
3.9,9.356,234,20.241,144.877,0,blue,1
3.3,5.1,168,54.6986,-157.8211,0,red,0
4.7,10.0,340,13.2039,51.0051,1,blue,1
4.3,561.922,284,-18.3837,-177.6201,2,green,2
3.02,9.67,144,32.7013333,-115.5325,0,red,0
4.4,26.019,298,-10.3619,120.1779,1,blue,1
4.5,10.0,312,-21.7621,-173.823,1,blue,1
3.3,0.3,168,62.3657,-149.1251,0,red,0
4.9,10.0,369,26.0572,128.5132,1,pink,3
4.5,6.824,312,38.3618,22.1517,1,blue,1
3.2,10.0,158,51.4609,-168.3738,0,red,0
4.3,236.446,284,18.9064,145.4981,1,blue,1
3.71,11.34,239,32.709,-115.5406667,0,red,0
3.07,6.49,145,32.706,-115.5351667,0,red,0
5.1,10.0,400,-4.9445,133.8131,1,pink,3
3.2,8.9,158,37.2583,-114.9948,0,red,0
4.3,10.0,284,34.9011,73.9963,1,blue,1
4.4,344.687,298,-15.6495,-175.6594,2,green,2
4.0,245.884,246,36.7193,71.1848,1,blue,1
4.5,10.0,312,39.2006,54.766,1,blue,1
4.3,10.0,284,56.5754,161.3613,1,blue,1
4.6,10.0,326,-4.7849,133.8681,1,blue,1
4.2,33.607,271,12.2377,-87.8941,1,blue,1
4.4,32.689,298,-5.0489,-80.9211,1,blue,1
4.5,73.92,312,-10.8439,166.0258,1,blue,1
4.5,10.0,312,-10.791,113.4291,1,blue,1
4.7,10.0,340,0.4566,-24.9597,1,blue,1
4.2,219.047,271,-18.3667,-175.2545,1,blue,1
4.3,101.227,284,11.1251,125.2091,1,blue,1
3.04,31.65,142,19.1605,-155.4685,0,red,0
3.29,94.89,167,18.6311666666667,-67.8683333333333,0,red,0
4.3,95.0,284,10.5369,125.6641,1,blue,1
4.0,102.598,246,51.7245,178.4442,1,blue,1
4.6,10.0,326,9.3074,-69.804,1,blue,1
3.1,5.0,149,34.3598,-106.7926,0,red,0
3.37,7.69,175,33.0296667,-116.0076667,0,red,0
4.6,602.879,326,-25.2759,178.549,2,green,2
4.6,10.304,326,21.6269,121.8466,1,blue,1
3.02,10.38,147,32.7088333,-115.5353333,0,red,0
4.6,94.415,326,23.0061,94.3511,1,blue,1
4.6,10.0,326,31.5895,-40.8131,1,blue,1
4.33,2.04,323,33.2008333,-115.59,1,blue,1
4.29,1.88,286,33.1893333,-115.5933333,1,blue,1
3.18,2.0,158,33.2095,-115.595,0,red,0
4.26,1.89,292,33.2036667,-115.5858333,1,blue,1
4.1,35.0,259,48.5806,155.4106,1,blue,1
3.1,34.423,148,53.927,-164.407,0,red,0
3.23,4.38,161,18.8043333333333,-67.3261666666667,0,red,0
3.24,125.97,162,18.2475,-66.6005,0,red,0
4.7,81.229,340,-5.7044,146.5131,1,blue,1
3.21,2.68,161,33.2026667,-115.5888333,0,red,0
4.3,35.744,284,35.4696,141.2927,1,blue,1
3.1,31.034,148,51.1343,-178.0486,0,red,0
4.2,10.0,272,38.3303,37.7144,1,blue,1
4.6,10.0,326,56.5889,161.0674,1,blue,1
4.6,30.924,326,48.5607,155.4589,1,blue,1
4.5,35.456,312,18.5654,-104.0213,1,blue,1
5.2,19.922,416,1.3426,126.2937,1,pink,3
4.6,42.399,326,48.6446,155.3432,1,blue,1
4.3,61.905,284,-23.1988,-70.0657,1,blue,1
4.4,246.617,298,-19.1635,169.454,1,blue,1
4.5,167.161,312,-20.7686,-67.7927,1,blue,1
4.3,392.269,284,29.0077,139.5891,2,green,2
4.0,10.0,246,54.4029,120.6441,1,blue,1
4.4,70.585,298,36.4188,140.6219,1,blue,1
4.1,544.285,259,-17.7505,-178.4238,2,green,2
4.4,584.969,298,-17.5626,-178.8628,2,green,2
4.1,150.568,259,51.6617,156.7778,1,blue,1
4.4,35.0,298,29.3809,130.3405,1,blue,1
4.5,144.274,312,-16.8317,-174.0404,1,blue,1
4.4,39.39,298,36.2566,141.1086,1,blue,1
4.5,68.408,312,42.0642,142.471,1,blue,1
4.5,503.199,312,-23.9427,179.9588,2,green,2
4.1,10.0,259,27.6679,56.6955,1,blue,1
5.1,28.056,400,-29.802,-177.4335,1,pink,3
3.13,8.3,151,18.9708333333333,-66.7608333333333,0,red,0
3.09,14.1,147,18.9488333333333,-66.7861666666667,0,red,0
3.37,37.75,175,18.9556666666667,-66.7821666666667,0,red,0
3.1,15.4,148,57.1591,-155.4527,0,red,0
4.3,10.28,284,56.6377,161.2751,1,blue,1
5.1,16.2,400,26.0202,128.5306,1,pink,3
5.3,20.024,433,26.0019,128.5201,1,pink,3
4.6,10.0,326,25.976,128.5766,1,blue,1
5.2,249.728,417,39.4369,15.5156,1,pink,3
4.4,10.0,298,25.997,128.4743,1,blue,1
3.54,8.0,193,19.1711,-64.6748,0,red,0
5.9,9.0,539,26.0161,128.4753,1,pink,3
3.3,15.1,168,65.6104,-173.0429,0,red,0
4.9,10.0,369,26.0335,128.7003,1,pink,3
4.5,13.621,312,25.9261,128.5263,1,blue,1
5.0,14.769,385,26.012,128.5116,1,pink,3
3.02,21.21,141,18.0948333333333,-67.0131666666667,0,red,0
4.8,10.0,355,-6.0963,-81.4112,1,pink,3
4.5,218.314,312,-24.3738,-66.7736,1,blue,1
4.6,84.139,326,-16.1581,-73.2909,1,blue,1
4.1,149.664,259,-6.1974,130.3312,1,blue,1
4.9,10.0,369,-9.4501,148.5814,1,pink,3
5.3,10.0,433,25.9389,128.5511,1,pink,3
4.9,30.189,370,-7.3569,-74.7943,1,pink,3
3.5,30.833,188,51.561,-176.9801,0,red,0
4.2,113.644,271,-21.3375,-68.6461,1,blue,1
5.6,580.211,482,-22.183,-179.3959,2,green,2
5.1,10.0,400,-29.9333,-177.1334,1,pink,3
4.2,16.064,271,-29.9541,-177.1008,1,blue,1
4.1,8.529,259,16.5311,-95.2011,1,blue,1
4.7,18.418,340,-16.6087,175.0609,1,blue,1
4.4,10.063,298,-33.0478,-179.1691,1,blue,1
4.1,45.171,259,-3.2557,139.8693,1,blue,1
4.3,21.023,284,39.5797,20.5803,1,blue,1
4.3,43.177,284,37.849,141.9376,1,blue,1
4.7,10.0,340,26.0156,128.6084,1,blue,1
3.4,65.987,178,55.0198,-161.2713,0,red,0
4.2,10.139,271,-14.3993,167.7433,1,blue,1
3.23,94.8,161,18.5398333333333,-66.2126666666667,0,red,0
4.1,179.059,259,-19.3963,-68.1143,1,blue,1
4.2,55.111,271,37.8196,141.9374,1,blue,1
4.35,123.0,291,18.436,-68.8105,1,blue,1
3.13,7.47,151,33.0278333,-116.0081667,0,red,0
4.2,10.0,271,38.1582,38.5532,1,blue,1
4.1,201.268,259,-24.3315,-67.4948,1,blue,1
4.3,10.0,284,71.6849,-1.7545,1,blue,1
4.5,23.323,312,-58.5847,-24.9186,1,blue,1
4.6,22.87,326,-58.6541,-24.9977,1,blue,1
4.2,35.0,271,-29.874,-177.4494,1,blue,1
4.0,506.839,246,-24.8578,179.8848,2,green,2
4.5,69.834,312,-10.0255,161.0033,1,blue,1
3.62,9.07,252,38.8905,-123.6595,0,red,0
4.2,167.759,271,-17.4809,-70.0181,1,blue,1
4.2,10.0,271,-34.8644,179.8138,1,blue,1
3.21,0.15,159,35.9438333,-117.4958333,0,red,0
4.1,132.941,259,32.9453,140.1079,1,blue,1
4.4,148.092,298,4.3165,125.7103,1,blue,1
4.6,42.58,326,-0.379,132.564,1,blue,1
3.6,10.0,199,56.5439,-148.3193,0,red,0
4.4,53.042,298,-32.463,-71.1009,1,blue,1
4.2,174.352,271,45.8831,148.7395,1,blue,1
4.3,12.65,284,41.7063,71.6387,1,blue,1
4.2,510.62,271,-24.7367,179.9018,2,green,2
4.3,257.506,284,14.8461,145.3903,1,blue,1
4.7,30.187,340,-2.9219,142.0393,1,blue,1
4.3,22.121,284,55.5019,162.8595,1,blue,1
4.6,71.425,326,37.0048,71.2826,1,blue,1
4.1,108.361,259,2.3389,127.9409,1,blue,1
4.1,258.978,259,44.7588,141.3335,1,blue,1
4.4,35.0,298,-27.9605,-176.7791,1,blue,1
4.2,23.332,271,-28.9814,-71.7677,1,blue,1
5.5,32.425,466,-15.588,-172.6979,1,pink,3
5.1,10.0,400,-21.3583,173.6328,1,pink,3
4.5,156.906,312,-8.6296,-74.4185,1,blue,1
4.2,603.666,271,-18.0748,-177.817,2,green,2
3.3,4.152,168,36.8164,-104.8033,0,red,0
4.9,10.0,369,-21.9563,173.9895,1,pink,3
4.6,10.0,326,25.4275,99.3564,1,blue,1
4.3,49.849,285,-9.3033,114.1417,1,blue,1
4.3,10.0,284,17.5211,122.4002,1,blue,1
4.3,52.139,284,11.6138,125.6324,1,blue,1
5.5,119.885,466,-4.0952,142.7199,1,pink,3
3.3,0.0,168,39.1914,-116.1556,0,red,0
4.3,10.0,284,8.3543,58.5651,1,blue,1
4.2,136.67,271,19.4326,145.4323,1,blue,1
